2017-08-15	BTC	4159.93
2017-08-16	BTC	4370.01
2017-08-17	BTC	4280.01
2017-08-18	BTC	4101.72
2017-08-19	BTC	4157.41
2017-08-20	BTC	4050.99
2017-08-21	BTC	4002
2017-08-22	BTC	4092
2017-08-23	BTC	4143.49
2017-08-24	BTC	4312.03
2017-08-25	BTC	4360
2017-08-26	BTC	4344.32
2017-08-27	BTC	4340.11
2017-08-28	BTC	4384.99
2017-08-29	BTC	4599
2017-08-30	BTC	4581.98
2017-08-31	BTC	4743.94
2017-09-01	BTC	4947.99
2017-09-02	BTC	4649.99
2017-09-03	BTC	4626.05
2017-09-04	BTC	4498.25
2017-09-05	BTC	4432.51
2017-09-06	BTC	4616.18
2017-09-07	BTC	4624.18
2017-09-08	BTC	4350
2017-09-09	BTC	4334.36
2017-09-10	BTC	4251.36
2017-09-11	BTC	4210.72
2017-09-12	BTC	4164.52
2017-09-13	BTC	3855.32
2017-09-14	BTC	3250.4
2017-09-15	BTC	3740.02
2017-09-16	BTC	3726.51
2017-09-17	BTC	3719.97
2017-09-18	BTC	4100
2017-09-19	BTC	3910.11
2017-09-20	BTC	3872.06
2017-09-21	BTC	3617.47
2017-09-22	BTC	3619.01
2017-09-23	BTC	3787.33
2017-09-24	BTC	3669.01
2017-09-25	BTC	3919.78
2017-09-26	BTC	3885.09
2017-09-27	BTC	4200
2017-09-28	BTC	4189.42
2017-09-29	BTC	4156.99
2017-09-30	BTC	4339
2017-10-01	BTC	4394.81
2017-10-02	BTC	4392.71
2017-10-03	BTC	4307.99
2017-10-04	BTC	4214.84
2017-10-05	BTC	4320.04
2017-10-06	BTC	4362.99
2017-10-07	BTC	4425
2017-10-08	BTC	4603.49
2017-10-09	BTC	4769.55
2017-10-10	BTC	4750
2017-10-11	BTC	4814.99
2017-10-12	BTC	5440
2017-10-13	BTC	5624.8
2017-10-14	BTC	5819.13
2017-10-15	BTC	5693.7
2017-10-16	BTC	5754.9
2017-10-17	BTC	5594
2017-10-18	BTC	5574.44
2017-10-19	BTC	5704.01
2017-10-20	BTC	5989.1
2017-10-21	BTC	6024.86
2017-10-22	BTC	6005.05
2017-10-23	BTC	5905.99
2017-10-24	BTC	5525.43
2017-10-25	BTC	5739.97
2017-10-26	BTC	5891.61
2017-10-27	BTC	5780
2017-10-28	BTC	5752.01
2017-10-29	BTC	6140.01
2017-10-30	BTC	6124.16
2017-10-31	BTC	6445.01
2017-11-01	BTC	6783.69
2017-11-02	BTC	7039.98
2017-11-03	BTC	7170.01
2017-11-04	BTC	7412.55
2017-11-05	BTC	7392
2017-11-06	BTC	6969.76
2017-11-07	BTC	7126.63
2017-11-08	BTC	7467.96
2017-11-09	BTC	7156
2017-11-10	BTC	6577.62
2017-11-11	BTC	6346.7
2017-11-12	BTC	5886.35
2017-11-13	BTC	6535.87
2017-11-14	BTC	6605
2017-11-15	BTC	7294
2017-11-16	BTC	7838.53
2017-11-17	BTC	7714.71
2017-11-18	BTC	7777.01
2017-11-19	BTC	8031.82
2017-11-20	BTC	8256.01
2017-11-21	BTC	8109
2017-11-22	BTC	8250
2017-11-23	BTC	8031.16
2017-11-24	BTC	8215.01
2017-11-25	BTC	8795.5
2017-11-26	BTC	9401.11
2017-11-27	BTC	9768.71
2017-11-28	BTC	9949
2017-11-29	BTC	9935.98
2017-11-30	BTC	9903
2017-12-01	BTC	10869.84
2017-12-02	BTC	10930.24
2017-12-03	BTC	11290
2017-12-04	BTC	11643.98
2017-12-05	BTC	11718.35
2017-12-06	BTC	14090
2017-12-07	BTC	17390.01
2017-12-08	BTC	16367.03
2017-12-09	BTC	15309.98
2017-12-10	BTC	15290.01
2017-12-11	BTC	16885.76
2017-12-12	BTC	17730.12
2017-12-13	BTC	16689.61
2017-12-14	BTC	16749.78
2017-12-15	BTC	17738.67
2017-12-16	BTC	19650.01
2017-12-17	BTC	19378.99
2017-12-18	BTC	19039.01
2017-12-19	BTC	17838.73
2017-12-20	BTC	16496.89
2017-12-21	BTC	15758.8
2017-12-22	BTC	14210.57
2017-12-23	BTC	15075.89
2017-12-24	BTC	14221.94
2017-12-25	BTC	14171.98
2017-12-26	BTC	15790.88
2017-12-27	BTC	15367.08
2017-12-28	BTC	14450.01
2017-12-29	BTC	14565.05
2017-12-30	BTC	12839.99
2017-12-31	BTC	13863.13
2018-01-01	BTC	13480.01
2018-01-02	BTC	14781.51
2018-01-03	BTC	15098.14
2018-01-04	BTC	15144.99
2018-01-05	BTC	16960.01
2018-01-06	BTC	17098.99
2018-01-07	BTC	16174.22
2018-01-08	BTC	14993.74
2018-01-09	BTC	14480.99
2018-01-10	BTC	14875.18
2018-01-11	BTC	13308.06
2018-01-12	BTC	13820
2018-01-13	BTC	14187.95
2018-01-14	BTC	13656.23
2018-01-15	BTC	13590
2018-01-16	BTC	11570.01
2018-01-17	BTC	11200.01
2018-01-18	BTC	11305.53
2018-01-19	BTC	11498.99
2018-01-20	BTC	12762.8
2018-01-21	BTC	11518.17
2018-01-22	BTC	10766.7
2018-01-23	BTC	10824.94
2018-01-24	BTC	11356.79
2018-01-25	BTC	11118
2018-01-26	BTC	11086.89
2018-01-27	BTC	11319
2018-01-28	BTC	11536
2018-01-29	BTC	11123.01
2018-01-30	BTC	9995
2018-01-31	BTC	10099.99
2018-02-01	BTC	9014.23
2018-02-02	BTC	8787.52
2018-02-03	BTC	9240
2018-02-04	BTC	8167.91
2018-02-05	BTC	6905.19
2018-02-06	BTC	7688.46
2018-02-07	BTC	7575.75
2018-02-08	BTC	8218.1
2018-02-09	BTC	8671.01
2018-02-10	BTC	8547.49
2018-02-11	BTC	8072.99
2018-02-12	BTC	8872.28
2018-02-13	BTC	8520.01
2018-02-14	BTC	9472.98
2018-02-15	BTC	10031.23
2018-02-16	BTC	10167.49
2018-02-17	BTC	11121.5
2018-02-18	BTC	10380.04
2018-02-19	BTC	11140
2018-02-20	BTC	11235.57
2018-02-21	BTC	10454.27
2018-02-22	BTC	9830
2018-02-23	BTC	10144.99
2018-02-24	BTC	9688.62
2018-02-25	BTC	9597.99
2018-02-26	BTC	10300
2018-02-27	BTC	10566.57
2018-02-28	BTC	10307.27
2018-03-01	BTC	10895.92
2018-03-02	BTC	11000
2018-03-03	BTC	11432.5
2018-03-04	BTC	11469.9
2018-03-05	BTC	11377.54
2018-03-06	BTC	10700
2018-03-07	BTC	9925
2018-03-08	BTC	9304.89
2018-03-09	BTC	9255
2018-03-10	BTC	8795.44
2018-03-11	BTC	9533.88
2018-03-12	BTC	9120
2018-03-13	BTC	9145.41
2018-03-14	BTC	8207.02
2018-03-15	BTC	8259.99
2018-03-16	BTC	8275
2018-03-17	BTC	7857.6
2018-03-18	BTC	8192
2018-03-19	BTC	8589
2018-03-20	BTC	8900
2018-03-21	BTC	8891.81
2018-03-22	BTC	8715.09
2018-03-23	BTC	8927.1
2018-03-24	BTC	8531.34
